Title,Channel,URL
"Karine Jean-Pierre claims President Biden wrestled with decision to pardon son Hunter","New York Post","https://www.youtube.com/watch?v=a2cwIgiM86M"
"Reporter Asks KJP If President Biden Owes Her An Apology After Reversing Decision To Pardon Son","Forbes Breaking News","https://www.youtube.com/watch?v=1PEEL7xsddg"
"Reporter Asks KJP If President Biden Owes Her An Apology After Reversing Decision To Pardon Son","Forbes Breaking News","https://www.youtube.com/watch?v=1PEEL7xsddg"
"Goodlander raises concerns over Biden's pardon of son","WMUR-TV","https://www.youtube.com/watch?v=Oz1yCn8Jo6A"
"Goodlander raises concerns over Biden's pardon of son","WMUR-TV","https://www.youtube.com/watch?v=Oz1yCn8Jo6A"
"White House press secretary addresses Hunter Biden pardon","Scripps News","https://www.youtube.com/watch?v=dCPAHpCq4xU"
"White House press secretary addresses Hunter Biden pardon","Scripps News","https://www.youtube.com/watch?v=dCPAHpCq4xU"
"White House addresses Biden's debatable pardon for son in first public statement","KATVchannel7","https://www.youtube.com/watch?v=8BqTCGZ17UE"
"White House addresses Biden's debatable pardon for son in first public statement","KATVchannel7","https://www.youtube.com/watch?v=8BqTCGZ17UE"
"White House addresses Hunter Biden pardon, potential preemptive clemencies","CBS News","https://www.youtube.com/watch?v=XwCao7BrY2E"
"White House addresses Hunter Biden pardon, potential preemptive clemencies","CBS News","https://www.youtube.com/watch?v=XwCao7BrY2E"
